"person_id","person_type","crash_record_id","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"O1835045","DRIVER","18d860dd3de862b1f3f39300e1ebd952850751d59a501cfc47a75f6326a6fb1c90b1d7dd7dc1e7b1b83ac5d7862cd942450f28273e7319a6d631e624cc025e86","1748045","2024-06-05T06:46:00.000",,"CHICAGO","IL","60623","F","63","IL","D","SAFETY BELT USED","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835046","DRIVER","18d860dd3de862b1f3f39300e1ebd952850751d59a501cfc47a75f6326a6fb1c90b1d7dd7dc1e7b1b83ac5d7862cd942450f28273e7319a6d631e624cc025e86","1748009","2024-06-05T06:46:00.000",,"CHICAGO","IL","60625","M","40","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835015","DRIVER","7709485805b0840f30bf0cdccdc867e3b82dd591816bc56c8457be934d228aa696e09cdef64d1d827309d2d83445327effba656df6cb8e1cf2f4ef2ae57ba0a8","1747970","2024-06-05T06:45:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER PASSING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835016","DRIVER","7709485805b0840f30bf0cdccdc867e3b82dd591816bc56c8457be934d228aa696e09cdef64d1d827309d2d83445327effba656df6cb8e1cf2f4ef2ae57ba0a8","1747966","2024-06-05T06:45:00.000",,"REDLANDS","CA","92374","M","26","CA","C","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834985","DRIVER","0e85ea7a82cb31c7be95c1abe5eebf4319c400e37acbcc8b5f90c0f31879799cbdf30219755082923272f9866120e8bfe146adfed9018ae181977587946a69d7","1747931","2024-06-05T06:02:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834986","DRIVER","0e85ea7a82cb31c7be95c1abe5eebf4319c400e37acbcc8b5f90c0f31879799cbdf30219755082923272f9866120e8bfe146adfed9018ae181977587946a69d7","1747934","2024-06-05T06:02:00.000",,"CHICAGO","IL","60619","F","41","IL",,"NONE PRESENT","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835136","DRIVER","12227a0775832ed3c1746e15b988526dbe92d874fbd151d9ab2a279302698a69bc0475e77798b23c8518e4ab8b4c5bf36745dbc470e71dcc906d20aea9c88f7a","1748081","2024-06-05T06:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835026","DRIVER","16a3b5f8606db4512d7e4cc79c75d2c90746cefb8e1b88e5971931881c5e1a4819df66b2c9c4229780a80a5f8ef1f8a0d51bc8c4eeed8c77d31d5d4319b020bd","1747973","2024-06-05T06:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","TRAPPED/EXTRICATED","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835027","DRIVER","16a3b5f8606db4512d7e4cc79c75d2c90746cefb8e1b88e5971931881c5e1a4819df66b2c9c4229780a80a5f8ef1f8a0d51bc8c4eeed8c77d31d5d4319b020bd","1747977","2024-06-05T06:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835057","DRIVER","21cbd5410c5552c379d961d1227102c6805a0f66cbab3cf1340f8a9ab0474561af47a39a028b909ad1c5c9786d6306186176f5d8b1d7ce93c3b4cebeb68ab694","1748003","2024-06-05T06:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835000","DRIVER","d795cad73e6ab9fa3efced4d997921fd787282731dafe9d9d39c2688430ffa51f4544d857725dd9d73d59a28388d54b38a232f189af371484cd7325d2c2a0dad","1747951","2024-06-05T05:55:00.000",,"CHICAGO","IL","60623","F","59",,,"SAFETY BELT USED","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835001","DRIVER","d795cad73e6ab9fa3efced4d997921fd787282731dafe9d9d39c2688430ffa51f4544d857725dd9d73d59a28388d54b38a232f189af371484cd7325d2c2a0dad","1747958","2024-06-05T05:55:00.000",,"CHICAGO","IL","60609","M","55","IN","A","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834989","DRIVER","2becc943f94e7a735e1a8451086c65c81b88685bf83a29e38bc0c1840db74b8f5703f15699f2afcd8b60b748e9f7aa028eb4f5994997c23cf138b3440418da84","1747938","2024-06-05T05:50:00.000",,"CHICAGO","IL","60622","M","44","IL","A","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","OTHER","NORMAL",,,,"TEST NOT OFFERED",,
"O1834977","DRIVER","32e3e7308b456edafd45d9b0e09ec945a52a70481eff98f284c8bd7f0bf67e52fc224404026d5d2c1cf08aef952d5ab499a8bbed45341c7304755445553213f4","1747930","2024-06-05T05:45:00.000",,"CHGO","IL","60614","M","55","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834978","DRIVER","32e3e7308b456edafd45d9b0e09ec945a52a70481eff98f284c8bd7f0bf67e52fc224404026d5d2c1cf08aef952d5ab499a8bbed45341c7304755445553213f4","1747937","2024-06-05T05:45:00.000",,"CALUMET CITY","IL","60409","M","55","IL","B","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834970","DRIVER","b11e502c5b8975b4db52405c5929ac6320e3a6b5e17acaca199d8d3ff1a1e02e078598e5f76b1ecca06e046e91c692ac0ac81ab46e553fbc289521cdcc8f8fbd","1747922","2024-06-05T05:35:00.000",,"CHICAGO","IL","60633","M","30","IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NONINCAPACITATING INJURY","TRINITY","CFD",,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834975","DRIVER","9cccdada5ca8ceefaf214ea91554cd58f72d058f417b3e042a6501175e65ebc65483979ff12693eb53e0d397ef7c0f533596f64583b320262b22cb335ddeb79d","1747927","2024-06-05T05:10:00.000",,"PALOS HILLS","IL","60465","M",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834976","DRIVER","9cccdada5ca8ceefaf214ea91554cd58f72d058f417b3e042a6501175e65ebc65483979ff12693eb53e0d397ef7c0f533596f64583b320262b22cb335ddeb79d","1747928","2024-06-05T05:10:00.000",,"CHICAGO","IL","60651","M","41","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835051","DRIVER","9a2253977ca2bebda34027e5fd24f9d2549db5be4a6992f497bd04f327e1250a96491dad4d22d12137ee737cfe13507d7e0971e03c92a86e59594c72b91cbc1b","1748002","2024-06-05T05:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835485","DRIVER","680bd5a60746d476ced075d2869e73de7b94ce7e8dadd433a2cb33ba21a210d142c20f5e617d41b334e1b1af60a338ad3238e2bdeb3b27a88337b280d5ea575d","1748405","2024-06-05T04:30:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER PASSING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834964","DRIVER","6245365b48637b5c31360c7bd800880a38dfaf73bbd30385b842bb1c4af4bbb3635e2ce8bd9e820dc69ae657b6a2908026038bafdcdf4b69d1e7cfa9af9e2ce3","1747916","2024-06-05T04:15:00.000",,"MATTESON","IL",,"M","27","IL",,"NONE PRESENT","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"TOO FAST FOR CONDITIONS","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834965","DRIVER","6245365b48637b5c31360c7bd800880a38dfaf73bbd30385b842bb1c4af4bbb3635e2ce8bd9e820dc69ae657b6a2908026038bafdcdf4b69d1e7cfa9af9e2ce3","1747917","2024-06-05T04:15:00.000",,"JOLIET","IL","60435","F","44","IL",,"NONE PRESENT","DEPLOYED, COMBINATION","NONE","NONINCAPACITATING INJURY","ST BERNARD","AMB 30",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835481","DRIVER","01981249278dc342a2265909df8377f0b5a1fd54e9003d005c3f4e47526f69f2fa201b0f3d293bc18cee38f95403a393aaf5717dc3ecca2df58395741224465d","1748407","2024-06-05T03:00:00.000",,,,,"X",,"XX",,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835416","DRIVER","6b426c70a4fb238aaee47fa759fa2b4175f338146703edfbaea97d820f58994c7f65a97cd2f41ae31a575e8f6927abaf382c8be2c54d84d7815dd05ca8d2a6e6","1748350","2024-06-05T03:00:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835417","DRIVER","6b426c70a4fb238aaee47fa759fa2b4175f338146703edfbaea97d820f58994c7f65a97cd2f41ae31a575e8f6927abaf382c8be2c54d84d7815dd05ca8d2a6e6","1748360","2024-06-05T03:00:00.000",,"CHICAGO","IL","60637","F","37","IL","D","SAFETY BELT USED","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835444","DRIVER","93b9337e78ce509f1c3792fa9f8415dc93c7bd05a2b7b2a5a8e86857433488acbdbb50df97f68af39ad9367d44fe6efee6c1109d67901bfb393bebb2e325779e","1748371","2024-06-05T02:40:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835445","DRIVER","93b9337e78ce509f1c3792fa9f8415dc93c7bd05a2b7b2a5a8e86857433488acbdbb50df97f68af39ad9367d44fe6efee6c1109d67901bfb393bebb2e325779e","1748382","2024-06-05T02:40:00.000",,"CHICAGO","IL","60653","F","30","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834951","DRIVER","c43678144b2f17f95c83495897e54834e79043a3f52eb4ea11116971a2e593b285594d634ddd52c777caec41f30a6c9de7c74e74ab555d2f4cc6cf5f476d0ece","1747905","2024-06-05T02:36:00.000",,,,,"M",,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"EMERGENCY VEHICLE ON CALL","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P405844","PASSENGER","c43678144b2f17f95c83495897e54834e79043a3f52eb4ea11116971a2e593b285594d634ddd52c777caec41f30a6c9de7c74e74ab555d2f4cc6cf5f476d0ece","1747905","2024-06-05T02:36:00.000","3",,"IL",,,,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P405846","PASSENGER","c43678144b2f17f95c83495897e54834e79043a3f52eb4ea11116971a2e593b285594d634ddd52c777caec41f30a6c9de7c74e74ab555d2f4cc6cf5f476d0ece","1747906","2024-06-05T02:36:00.000","1","CHICAGO","IL","60625","M","17",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P405847","PASSENGER","c43678144b2f17f95c83495897e54834e79043a3f52eb4ea11116971a2e593b285594d634ddd52c777caec41f30a6c9de7c74e74ab555d2f4cc6cf5f476d0ece","1747906","2024-06-05T02:36:00.000","3","CHICAGO","IL","60625","M","30",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1834963","DRIVER","82e5748bf9dc3f0ac2803abd85acb668e29a548366cb31f76d8390345911c5657bb5bf15f18edfb0fdbd5da81e8b2e61fdc3341f38e582c65a89417710a22d03","1747912","2024-06-05T01:53:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834945","DRIVER","fb40728dfde43fa016481f52bcd174576588e7359a89a3e10deb7295d887cf91252454d273ffc2b3a8eebc57aa73cf6b77c800fec4be34ca011c7e2fae963525","1747898","2024-06-05T00:51:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"DISREGARDED CONTROL DEVICES","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834946","DRIVER","fb40728dfde43fa016481f52bcd174576588e7359a89a3e10deb7295d887cf91252454d273ffc2b3a8eebc57aa73cf6b77c800fec4be34ca011c7e2fae963525","1747900","2024-06-05T00:51:00.000",,"CHICAGO","IL","60639","F","28",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","REPORTED, NOT EVIDENT",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P405841","PASSENGER","fb40728dfde43fa016481f52bcd174576588e7359a89a3e10deb7295d887cf91252454d273ffc2b3a8eebc57aa73cf6b77c800fec4be34ca011c7e2fae963525","1747900","2024-06-05T00:51:00.000","12",,,,"F",,,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1834958","DRIVER","a3d54de05683cf6b535ef8026ee9f25a9f13418bad74c0ab4d1707926bab7b67277b75fea5f45dd4d030216a6d0cb61f7b7d06032eb39b445e6b2ee2c7b0ed1a","1747911","2024-06-05T00:42:00.000",,"CHICAGO","IL","60620","F","21","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","REPORTED, NOT EVIDENT",,,,"IMPROPER LANE CHANGE","UNKNOWN","EMOTIONAL",,,,"TEST NOT OFFERED",,
"O1834937","DRIVER","040f898dfec7672aaa7c7a55e2dad231ba412d6d3a15350c49282c3deb0baa2e34be66d7af66c8c98d64a9a2c3f0e164ac752c81579669686e1e02cbd14e22d8","1747889","2024-06-05T00:20:00.000",,,,,"X",,"XX",,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834942","DRIVER","c8f73ea28142cebf8d3b79a7daa412d4fd3fa3f0c0e8cc36745095064ea7eac1960c55e7292722071671cfc5702c382b134952a4d1168a4fba5d70588875888b","1747896","2024-06-05T00:20:00.000",,"PARK RIDGE","IL","60068","M","47","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"CELL PHONE USE OTHER THAN TEXTING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834943","DRIVER","c8f73ea28142cebf8d3b79a7daa412d4fd3fa3f0c0e8cc36745095064ea7eac1960c55e7292722071671cfc5702c382b134952a4d1168a4fba5d70588875888b","1747897","2024-06-05T00:20:00.000",,"ADDISON","IL","60101","M","64","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834940","DRIVER","2128edf3aa261c591e67dda136f97c5eb70868e4c179007a84abd48c0ff659ca439a1199b365c6699b3488daa8a5c6d24de7bd552e1589f36b921e9445b0883b","1747899","2024-06-05T00:10:00.000",,,,,"M",,,"NA","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,"DNA",,"IMPROPER BACKING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834941","DRIVER","2128edf3aa261c591e67dda136f97c5eb70868e4c179007a84abd48c0ff659ca439a1199b365c6699b3488daa8a5c6d24de7bd552e1589f36b921e9445b0883b","1747895","2024-06-05T00:10:00.000",,"CHICAGO","IL","60659","M","52","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","REPORTED, NOT EVIDENT","REFUSED","DNA",,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834948","DRIVER","402bd51d66e607b833146c9500e4c0356578790d759e2927e0975ffd5fb3d5c5de80fef2d2ed3d299bc0d70edce88b51e3ab5866b129e489e57429a23eb8f3a2","1747902","2024-06-05T00:01:00.000",,"CHICAGO","IL","60621","F","34","IL",,"USAGE UNKNOWN","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,"DISREGARDED CONTROL DEVICES","UNKNOWN","IMPAIRED - ALCOHOL",,,,"TEST REFUSED",,
"O1834949","DRIVER","402bd51d66e607b833146c9500e4c0356578790d759e2927e0975ffd5fb3d5c5de80fef2d2ed3d299bc0d70edce88b51e3ab5866b129e489e57429a23eb8f3a2","1747904","2024-06-05T00:01:00.000",,"CEDAR RAPIDS","IA","52404","M","36","IA","C","USAGE UNKNOWN","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P405842","PASSENGER","402bd51d66e607b833146c9500e4c0356578790d759e2927e0975ffd5fb3d5c5de80fef2d2ed3d299bc0d70edce88b51e3ab5866b129e489e57429a23eb8f3a2","1747902","2024-06-05T00:01:00.000","3","CHICAGO","IL","60612","F","25",,,"USAGE UNKNOWN","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P405843","PASSENGER","402bd51d66e607b833146c9500e4c0356578790d759e2927e0975ffd5fb3d5c5de80fef2d2ed3d299bc0d70edce88b51e3ab5866b129e489e57429a23eb8f3a2","1747902","2024-06-05T00:01:00.000","11","CHICAGO","IL","60612","F","25",,,"USAGE UNKNOWN","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P405845","PASSENGER","402bd51d66e607b833146c9500e4c0356578790d759e2927e0975ffd5fb3d5c5de80fef2d2ed3d299bc0d70edce88b51e3ab5866b129e489e57429a23eb8f3a2","1747904","2024-06-05T00:01:00.000","12","CHICAGO","IL","60620","M","44",,,"USAGE UNKNOWN","DID NOT DEPLOY","UNKNOWN","NONINCAPACITATING INJURY","MOUNT SINAI","CFD","64",,,,,,,,,
"O1834955","DRIVER","bc64ab00b93b6902bbba990768697355c70cce424e98476594377d4435921cbf1e9d2cede9cef60c0944cc9773e66a45770330a20eb02ae3bbaade46022bf6db","1747903","2024-06-05T00:01:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835220","DRIVER","fe2a12e82c3592f25677cc7685c5bd7de24d4f1e7288db6a2dea7300831e1cb96ff12e15b76fa0fb18466257efe9adbf42baf41d1273a193e53597158a3dc36f","1748157","2024-06-05T00:01:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834935","DRIVER","008fc6e5afedf2c841a3f5584215fcb439d55b164c20012d07b2233a73b207248e085f88a6a81204bb1ef089b0877b09f7eac56d629fe2b8db78424648c39857","1747888","2024-06-04T23:56:00.000",,"AURORA","IL","60505","M","27","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834936","DRIVER","008fc6e5afedf2c841a3f5584215fcb439d55b164c20012d07b2233a73b207248e085f88a6a81204bb1ef089b0877b09f7eac56d629fe2b8db78424648c39857","1747890","2024-06-04T23:56:00.000",,"CHICAGO","IL","60626","M","52","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834931","DRIVER","a8f7813bf4ff57961a94a526c80e35e408eec65c08de0e6fe17b5fb74b01b84c1449eb14635a9eca9addc477dda117af2242dc65ddd31e7ac7c75b5af17e5ed9","1747885","2024-06-04T23:55:00.000",,"CHICAGO","IL","60608","F","35","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1834932","DRIVER","a8f7813bf4ff57961a94a526c80e35e408eec65c08de0e6fe17b5fb74b01b84c1449eb14635a9eca9addc477dda117af2242dc65ddd31e7ac7c75b5af17e5ed9","1747886","2024-06-04T23:55:00.000",,"CHICAGO","IL","60620","F","55","IL","D","SAFETY BELT USED","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P405839","PASSENGER","a8f7813bf4ff57961a94a526c80e35e408eec65c08de0e6fe17b5fb74b01b84c1449eb14635a9eca9addc477dda117af2242dc65ddd31e7ac7c75b5af17e5ed9","1747885","2024-06-04T23:55:00.000","3",,,,"F","29",,,"USAGE UNKNOWN","DEPLOYED, COMBINATION","UNKNOWN","NO INDICATION OF INJURY",,,,,,,,,,,,
"P405840","PASSENGER","a8f7813bf4ff57961a94a526c80e35e408eec65c08de0e6fe17b5fb74b01b84c1449eb14635a9eca9addc477dda117af2242dc65ddd31e7ac7c75b5af17e5ed9","1747886","2024-06-04T23:55:00.000","4",,,,"F","34",,,"USAGE UNKNOWN","DEPLOYED, COMBINATION","UNKNOWN","REPORTED, NOT EVIDENT","RUSH HOSPITAL","CFD AMB #45",,,,,,,,,,
"O1834927","DRIVER","6d2332a1898a7967357a068ea689291cff5e687848460322110cd645045a08b1c2d0b3f3e005d118ab663585036c12d4cbdb14d24f0c6473fe0bfe3bfd68ef15","1747881","2024-06-04T23:30:00.000",,"CHICAGO","IL","60619","M","47","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1834939","BICYCLE","44755cbdb7d28d99e3834b9649e16bb144f83f6af9b906322752c3cc581459164f208f1738fdd7edcaa701a6febb0d02a12c4a4277886fd8d2d929fe91f828e9",,"2024-06-04T23:16:00.000",,"CHICAGO","IL","60620","M","34",,,"HELMET NOT USED",,"NONE","INCAPACITATING INJURY","ST. FRANCIS","CFD 13",,"UNKNOWN","UNKNOWN","UNKNOWN","INTOXICATED PED/PEDAL","NO CONTRASTING CLOTHING","BIKE LANE","TEST NOT OFFERED",,
"O1834947","DRIVER","44755cbdb7d28d99e3834b9649e16bb144f83f6af9b906322752c3cc581459164f208f1738fdd7edcaa701a6febb0d02a12c4a4277886fd8d2d929fe91f828e9","1747901","2024-06-04T23:16:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835024","DRIVER","61cb1fdabac6af5228872b2f636b88c03cf4168b23200aa0f6692148559e54775693e126163db39e332a7057d17617dfc559d2dd2478df705a6d60ded33f3bcf","1747971","2024-06-04T21:45:00.000",,"SOUTH HOLLAND","IL","60473","F","20","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"IMPROPER TURN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835040","DRIVER","61cb1fdabac6af5228872b2f636b88c03cf4168b23200aa0f6692148559e54775693e126163db39e332a7057d17617dfc559d2dd2478df705a6d60ded33f3bcf","1747984","2024-06-04T21:45:00.000",,"CHICAGO","IL","60636","F","30","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","UNKNOWN","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1834906","DRIVER","29ccc190842147c336936f274e8f9b2054cdbc0ecee0820ffb1aa542c6440124ce0710c8295fdb1c2b3084c0d0878155a44d0cc35ab151059e2b173fe8119a14","1747858","2024-06-04T21:38:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYED, FRONT","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834907","DRIVER","29ccc190842147c336936f274e8f9b2054cdbc0ecee0820ffb1aa542c6440124ce0710c8295fdb1c2b3084c0d0878155a44d0cc35ab151059e2b173fe8119a14","1747862","2024-06-04T21:38:00.000",,"CHICAGO","IL","60636","F","31","IL","D","USAGE UNKNOWN","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST REFUSED",,
"P405831","PASSENGER","29ccc190842147c336936f274e8f9b2054cdbc0ecee0820ffb1aa542c6440124ce0710c8295fdb1c2b3084c0d0878155a44d0cc35ab151059e2b173fe8119a14","1747858","2024-06-04T21:38:00.000","3",,,,"X",,,,"USAGE UNKNOWN","DEPLOYED, FRONT","UNKNOWN","NO INDICATION OF INJURY",,,,,,,,,,,,
