"crash_record_id","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"156e2bed50934262f7d893b898bffb8fd984fe0bd61786a9a954363dd0e87856f7ec809108da105adc2ed9b3dd2733729f42aa17ce231a069e767c5a794f9d97",,"2024-06-04T11:30:00.000","10","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-05T14:00:00.000","IMPROPER BACKING","NOT APPLICABLE","1739","W","CERMAK RD","1034",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","3","6","41.852151199","-87.670074602","POINT (-87.670074601947 41.852151199487)"
"18daef4e698db6a1939e129d4cab8e11bfd07378bebaebe307d1164276fc779a09f2f42358c307ff061322a27c3c5709793bfe8cae9e3d1d8d8d42080a593418",,"2024-06-04T11:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-04T11:41:00.000","DISTRACTION - FROM OUTSIDE VEHICLE","DISTRACTION - FROM OUTSIDE VEHICLE","3923","W","IRVING PARK RD","1732",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","11","3","6","41.95356121","-87.726029315","POINT (-87.726029315326 41.953561210233)"
"7ffc7416cefb049c18daf41aeea24d85065f04e5c7c06916bb554bca2f4571fb1b250fdf55c550e70fd93fa51512f0c2e5eb4e291af218186a3d04e860d8b27c",,"2024-06-04T11:30:00.000","15","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","FIXED OBJECT","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-04T11:45:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1357","W","103RD ST","2212",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","11","3","6","41.706655494","-87.657262009","POINT (-87.657262008777 41.706655494353)"
"8e9304809b2c20b20079c91476a93866d17bcec13461caf5d34d5db50f35fb1c1c6d4a61171f5c1f19c6d7355d37c737f2d9054c4b6c3873d2ca4a23aaf29810","Y","2024-06-04T11:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-04T12:22:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","13","N","LOOMIS ST","1224",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","11","3","6","41.881954789","-87.662139374","POINT (-87.662139373529 41.881954789432)"
"4cfb6c991451c7cdc023fe72de26dbccfdffedbb2ae4dc4b7a0623209c875dc24f7decb4dd4e2c0d874fb2368ba93fb2373e06fabafdc9a240fc7b3a6943074f",,"2024-06-04T11:29:00.000","25","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-06-04T11:29:00.000","DISTRACTION - FROM INSIDE VEHICLE","NOT APPLICABLE","1648","W","TOUHY AVE","2423",,,,,,,"2","NONINCAPACITATING INJURY","2","0","0","1","1","0","0","11","3","6","42.012788735","-87.672183344","POINT (-87.672183343523 42.012788735012)"
"6b5e60d436b1b6454cb08e5affca4d0b66d7ebcfafe17021478320aba31766db559ba8da1d68a960b799c318b2c528fd2fcad689327541b9acb095d149dce675",,"2024-06-04T11:23:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"$501 - $1,500","2024-06-04T11:24:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","NOT APPLICABLE","1","W","CHICAGO AVE","1832",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","3","6","41.896566557","-87.628275435","POINT (-87.628275434685 41.896566557146)"
"312b812706391171f16e98dbb5eadc9eb83a66e1a317f8e37721847b37ebe72c3f90d5ca21908716147efb6686a6b0f27a8dfd6723b61c694d544b0b7598d624",,"2024-06-04T11:20:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","OVERTURNED","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-04T11:30:00.000","NOT APPLICABLE","NOT APPLICABLE","3841","W","COLUMBUS AVE","834",,,,,,,"1","NONINCAPACITATING INJURY","4","0","0","4","0","0","0","11","3","6","41.73839002","-87.717712529","POINT (-87.717712529365 41.738390019846)"
"051947e3812a758955e1c15fe32bf751652b50d4d3f3b8cd36318e4ba46ec7939c9e1118028d7bc887e7114839d335dec186cb2e51007290f36b2eaf784cfe8b",,"2024-06-04T11:15:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2024-06-04T11:30:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","1621","W","95TH ST","2213",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","3","6","41.721089169","-87.663661365","POINT (-87.663661364996 41.721089168897)"
"4cb7ad92bbabf6fb8c8c9763dbc2bf67170748068346ab1830fb0f44858424abd1cf29dd82e7765133c2d469f3233a2f666d3652335c66abad128bb9c444b235",,"2024-06-04T11:10:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS",,"INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-04T11:18:00.000","FAILING TO YIELD RIGHT-OF-WAY","UNABLE TO DETERMINE","10554","S","MICHIGAN AVE","512",,,,,,,"3","NONINCAPACITATING INJURY","2","0","0","2","0","0","0","11","3","6","41.701956748","-87.620928745","POINT (-87.620928744732 41.701956748486)"
"4c66d7112562e0a0d06ea4e7d1809a98af855897b1f6add78f36acbbaf82906ee8d9a8180da49771ca5e7f96b2978605e6d80a66242f4cf08fd9e8530a2123bf","Y","2024-06-04T11:05:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-06-04T12:06:00.000","NOT APPLICABLE","NOT APPLICABLE","6336","W","BRYN MAWR AVE","1622",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","11","3","6","41.983006178","-87.786745066","POINT (-87.786745065514 41.983006177668)"
"32f8359b640cd4f4617f55a3b8bc29dde1be482bd752ca982b04b0caa317c592dab832581d46b22492095b8ace1f12bd8fffc7b21dd63b7737f70e75b4d6a92a",,"2024-06-04T11:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DUSK","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-04T11:21:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","4727","W","MARQUETTE RD","833",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","3","6","41.771039379","-87.740745006","POINT (-87.740745006168 41.771039378676)"
"6f881ddac02955833d6fda17f0514c2bbc4d8e4cd7d6ef472775e2ad2bf4ed3d92a9d4346e7007964fc1bbe0d4c691e38aaaa5a4586ba3468425591a2e5fe88e",,"2024-06-04T11:00:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-06-04T11:03:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO YIELD RIGHT-OF-WAY","200","E","LOWER WACKER DR","114",,,,,,,"2","REPORTED, NOT EVIDENT","4","0","0","0","4","1","0","11","3","6","41.888333272","-87.622235992","POINT (-87.622235991552 41.888333272144)"
"a64d1ecd239dee3521c73d194b19bb326fd6e5957b6de183bd4f12e8c9fe76654a987d5e84cb39436223eebfb73eb50fcf1f97d32e47297680ef84440acc713a",,"2024-06-04T11:00:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-04T11:00:00.000","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER","NOT APPLICABLE","7000","S","BISHOP ST","734",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","11","3","6","41.766712799","-87.66037111","POINT (-87.660371110156 41.76671279902)"
"06566a23907749d3aa1af9cc79a11b08bfd41e020e62035bacba4cd28b92abe4dc6f19d3c8981bb122eec754b9379566554e5f72a5789dd512b784c21580f12a",,"2024-06-04T10:55:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2024-06-04T10:55:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","7323","N","ROGERS AVE","2424",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","10","3","6","42.01410278","-87.679060252","POINT (-87.679060251816 42.014102779798)"
"9518745d529080fca3970b1c4030e2bccf02f5729296e12b697ebeb9f36fea263c02377595b63518c2d14a301fc28d1dfe370ffc8f461eb3b01fd6c7cfaf7328",,"2024-06-04T10:53:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-04T11:00:00.000","IMPROPER BACKING","UNABLE TO DETERMINE","2548","W","71ST ST","832",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","10","3","6","41.764737183","-87.687654865","POINT (-87.687654864742 41.764737182657)"
"6d061e55eb238fe412fdc8eb458cfac6d4dc83fb361df0a364ac301fb44969c51c025105ce987b4c33a172aef7f347df2ae18729dd5d281964a317ea61254739",,"2024-06-04T10:50:00.000","10","NO CONTROLS","NO CONTROLS","UNKNOWN","UNKNOWN","SIDESWIPE SAME DIRECTION","OTHER",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-06-04T12:20:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5700","S","CICERO AVE","813",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","3","6","41.789329323","-87.741645644","POINT (-87.741645644196 41.789329323265)"
"e07310fa0aca5e8c858c38b3f1b515ce9b2e2670d4261a4b816f7905b0d8b170ea14e0388666cd48abc22db5caad7be18622e9b419eb991cf057f58751dd66e2",,"2024-06-04T10:50:00.000","30","UNKNOWN","UNKNOWN","UNKNOWN","DAYLIGHT","SIDESWIPE SAME DIRECTION","UNKNOWN",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-04T11:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2649","W","BRYN MAWR AVE","2011",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","3","6","41.983024648","-87.696307887","POINT (-87.696307887182 41.983024648359)"
"7e3d1132a26cff53b1a1ab1a948de761bfdc274f6dfc774bb2eed95e961ea66154433c5c1d682a28507c9cceb9cc086510520411a2088c3b993d179902a32c84",,"2024-06-04T10:46:00.000","30","TRAFFIC SIGNAL","FUNCTIONING IMPROPERLY","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-04T10:55:00.000","FOLLOWING TOO CLOSELY","UNABLE TO DETERMINE","159","N","DEARBORN ST","111",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","3","6","41.884767888","-87.629321398","POINT (-87.629321398242 41.884767887865)"
"e1d20e202f9dcf4acccf6186bbf3619910df9e06100ee87aaf0995c6689181558eb62d88f23cdad9e860403595c740ceca2c50c52709f1bb3314b245626e8002",,"2024-06-04T10:39:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PEDALCYCLIST","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"$501 - $1,500","2024-06-04T10:40:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","5861","N","NORTHWEST HWY","1611",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","10","3","6","41.987904195","-87.790940853","POINT (-87.790940853036 41.987904194722)"
"f8213ff615c1239cea56f43a4e651167069374e2fda5b346d237f08168b5e9c2666177ab84eb37271ef26c9f24a7d459a1a062ba1682ccc6d2b0a7968facaa54",,"2024-06-04T10:35:00.000","15","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,"Y","Y","$501 - $1,500","2024-06-04T11:13:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","UNABLE TO DETERMINE","1320","W","FULLERTON AVE","1932",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","10","3","6","41.925357358","-87.661388544","POINT (-87.661388543818 41.925357358101)"
"36ba01a464c500672ea27b4e693dde157a8fd9edb9b155e52e6bf50bd2366057f8c9eb070ac1e7e945e1752b518b52857a2ec6a08442cf41aa7ca0d2ba6518b9",,"2024-06-04T10:31:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR TO SIDE","ALLEY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-04T11:10:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","NOT APPLICABLE","1015","S","SPRINGFIELD AVE","1133",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","3","6","41.868438753","-87.722659619","POINT (-87.722659619352 41.868438753426)"
"037af04867fcf950480ffe7db5d8a6b3dc59b130377ae872141d19a14e2a7019404b2ceb38bd95f1a90c28e59b9093d8a95468247b6e14e58b132b8e6b65743f",,"2024-06-04T10:30:00.000","20","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-05T13:45:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","NOT APPLICABLE","2301","W","83RD ST","614",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","10","3","6","41.742738861","-87.680281349","POINT (-87.680281349225 41.74273886086)"
"19e8e8b31db01dfc15a49b0c8480a2b11c4d5daf31665ac92db1ae2e00a2f2be8285dac5d281968e84a43cfcea0e950a1e601dcbfb79b4cbc5efa1f63ca1d713",,"2024-06-04T10:30:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,"Y","OVER $1,500","2024-06-04T10:35:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","7500","S","RHODES AVE","624",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","3","6","41.758381693","-87.611612179","POINT (-87.611612179147 41.758381692592)"
"700b9819d9f9c5212612fb3fe61d932551731a6970cb6ed42f908e55cc476d841d796108af900efa4d44d8d59be44e58de435cfe2c07c84d8d2aaa317d23c62a",,"2024-06-04T10:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","FIXED OBJECT","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,"Y",,"$501 - $1,500","2024-06-04T10:35:00.000","NOT APPLICABLE","NOT APPLICABLE","4513","W","HARRISON ST","1131",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","10","3","6","41.873167416","-87.738460659","POINT (-87.738460658771 41.873167416309)"
"237771605def2af0e45311285eef9d840f12c2269347f271f34f6265f7c96b9bf408a574df972fe365c28fb79afe75a317ff7847881a249cd8f8539c9d2abce7",,"2024-06-04T10:25:00.000","30","STOP SIGN/FLASHER","NO CONTROLS","CLEAR","DAYLIGHT","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-06-04T10:35:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","431","W","CHICAGO AVE","1831",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","3","6","41.896406476","-87.639823272","POINT (-87.639823271788 41.896406476045)"
"a9168f98d9286d5775836f65bd7354fa91ea73aa48d6def86ad23662198ba0cfd4ef0096b4e01425ad41f38bbb6e8d9c059d1b1270bab2c6cbc66751404b24ba",,"2024-06-04T10:22:00.000","15","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-04T10:25:00.000","IMPROPER BACKING","UNABLE TO DETERMINE","1546","N","CENTRAL AVE","2531",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","3","6","41.908978921","-87.766009355","POINT (-87.766009354989 41.908978921192)"
"3d46d4922473a654f35420b561a6348f728c685206804527d083c4e60aa9eeefb4c0d1b90192a5da39d5a0db86969bbc5069cf4a8127a242940998b1f607975c",,"2024-06-04T10:15:00.000","10","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,"Y",,"OVER $1,500","2024-06-04T10:43:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","2001","N","MILWAUKEE AVE","1431",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","2","0","10","3","6","41.917666944","-87.688534183","POINT (-87.68853418258 41.917666944263)"
"4d06a2ac4fd3d6f9c4ab7a59a9334d0e85de422c110bb004b11447dbcf82643167e59364658b3b288a986afb4b97907f72ac1cc67b3028d6d5bf3b874b727825",,"2024-06-04T10:15:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-04T11:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","6056","N","CENTRAL AVE","1621",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","3","6","41.992401331","-87.765762875","POINT (-87.76576287502 41.992401331399)"
"5a7b934c92a4383ce6eb484ef030fcade55ce0fe6b19ac58e1076c19bd12586635a083cbe45160410973c93321577cb35579b8276417755c87cf3fc4608535fa",,"2024-06-04T10:15:00.000","30","NO CONTROLS","UNKNOWN","CLEAR","DAYLIGHT","REAR TO FRONT","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2024-06-04T10:21:00.000","IMPROPER BACKING","IMPROPER BACKING","4522","N","CICERO AVE","1623",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","3","6","41.962855704","-87.747133242","POINT (-87.747133241728 41.962855703899)"
"05c60e0d6063f03bf5d2d807aeb784c58e6fe0f184f34966c4a1fd694a785a63074a80e547cc28f6659ba81f3d605b98fc3995457807bf49d69c2e2fc3ee49f7","Y","2024-06-04T10:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","T-INTERSECTION",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"$500 OR LESS","2024-06-05T09:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1100","S","CLARK ST","123",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","3","6","41.869057497","-87.630622884","POINT (-87.630622884334 41.869057497035)"
"755aaf77415b5602abeafc7c421719add2ca4e84bb6317307b58ad238990da20eb66c61239e2d838009c096a3248d9e23bcf0abe66197dff29595bf88ca63496",,"2024-06-04T10:00:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-04T10:14:00.000","IMPROPER OVERTAKING/PASSING","IMPROPER OVERTAKING/PASSING","2401","W","FOSTER AVE","2031",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","10","3","6","41.975780676","-87.689271518","POINT (-87.689271517548 41.975780675999)"
"4a759ae0b21d064d4d51daf9c6067d7eda5047ba60f0ce1739c90488cfa4ce4eec6da186ea222929f8a3d0ae0cef97e8ddc1546a418aab4299077344c9dbf4ec",,"2024-06-04T09:55:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-04T10:30:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","UNABLE TO DETERMINE","1400","W","CHESTNUT ST","1213",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","9","3","6","41.898077171","-87.662579142","POINT (-87.662579141735 41.898077170507)"
"8777b47c35837317a1fd4e8c5c8df98811b261439c536baeb3134b0184292605d14fa83c9f80e07b61937347a49b52883daba3e6d5cf39a53338dccb086a3f0f",,"2024-06-04T09:55:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-06-04T11:22:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","11054","S","MILLARD AVE","2211",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","3","6","41.691596152","-87.712004767","POINT (-87.712004766942 41.691596152185)"
"6d1f896e5a8f49be788e8f1c2010de7aa1d8838553a7c6b7e5d8c45d4a72419d5ce54ce71bc9006964e14ac9d838e65bf11424b05fcaca10c6a45b10ef4b4a1b",,"2024-06-04T09:53:00.000","40","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-06-04T15:00:00.000","IMPROPER LANE USAGE","UNABLE TO DETERMINE","6420","S","CORNELL DR","331",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","3","6","41.778138219","-87.585432876","POINT (-87.585432876275 41.778138218638)"
"be3744b26c5db3b87ced3e39998e220298f8283accce59015839c61937206440f3856dcceb1ac80f8c56c26d8c26bb79ac13dd4ebb2358a057b63c2408a7cd0c",,"2024-06-04T09:53:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","PEDESTRIAN","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"$500 OR LESS","2024-06-04T09:59:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","7845","S","CICERO AVE","834",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","3","6","41.749640911","-87.74124877","POINT (-87.741248769578 41.74964091079)"
"9997577428155d1bd483eafb415dc4dd1af74d63709428daa0562ecd2ce903e42b0dfc0bfa4759bc30e03cb618412d3406eb9e1f57063348e1a7ef48de111140",,"2024-06-04T09:50:00.000","20","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR TO FRONT","DRIVEWAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2024-06-04T10:15:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","7613","S","VINCENNES AVE","623",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","3","6","41.755888344","-87.632285467","POINT (-87.632285466702 41.755888344485)"
